clip_id,event_id,wav_path,is_background,date_time,location,speed_kmh,sample_pos,daytime,weather,vehicle,source_direction,travel_direction,microphone,channel,split
2019-11-13-15-55_Schleusinger-Allee_70Kmh_97026048_SE_CH34-BG,2019-11-13-15-55_Schleusinger-Allee_70Kmh_97026048,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-13-15-55_Schleusinger-Allee_70Kmh_97026048_SE_CH34-BG.wav,True,2019-11-13-15-55,Schleusinger-Allee,70,97026048,None,None,none,none,none,SE,CH34,unknown
2019-11-13-15-55_Schleusinger-Allee_70Kmh_971693_A_D_CR_SE_CH34,2019-11-13-15-55_Schleusinger-Allee_70Kmh_971693_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-13-15-55_Schleusinger-Allee_70Kmh_971693_A_D_CR_SE_CH34.wav,False,2019-11-13-15-55,Schleusinger-Allee,70,971693,A,D,C,R,R2L,SE,CH34,unknown
2019-11-13-15-55_Schleusinger-Allee_70Kmh_9733632_SE_CH34-BG,2019-11-13-15-55_Schleusinger-Allee_70Kmh_9733632,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-13-15-55_Schleusinger-Allee_70Kmh_9733632_SE_CH34-BG.wav,True,2019-11-13-15-55,Schleusinger-Allee,70,9733632,None,None,none,none,none,SE,CH34,unknown
2019-11-13-15-55_Schleusinger-Allee_70Kmh_976066_A_D_CR_SE_CH34,2019-11-13-15-55_Schleusinger-Allee_70Kmh_976066_A_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-13-15-55_Schleusinger-Allee_70Kmh_976066_A_D_CR_SE_CH34.wav,False,2019-11-13-15-55,Schleusinger-Allee,70,976066,A,D,C,R,R2L,SE,CH34,unknown
2019-11-13-15-55_Schleusinger-Allee_70Kmh_979373_A_D_TL_SE_CH34,2019-11-13-15-55_Schleusinger-Allee_70Kmh_979373_A_D_TL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-13-15-55_Schleusinger-Allee_70Kmh_979373_A_D_TL_SE_CH34.wav,False,2019-11-13-15-55,Schleusinger-Allee,70,979373,A,D,T,L,L2R,SE,CH34,unknown
2019-11-13-15-55_Schleusinger-Allee_70Kmh_98406912_SE_CH34-BG,2019-11-13-15-55_Schleusinger-Allee_70Kmh_98406912,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-13-15-55_Schleusinger-Allee_70Kmh_98406912_SE_CH34-BG.wav,True,2019-11-13-15-55,Schleusinger-Allee,70,98406912,None,None,none,none,none,SE,CH34,unknown
2019-11-13-15-55_Schleusinger-Allee_70Kmh_98502912_SE_CH34-BG,2019-11-13-15-55_Schleusinger-Allee_70Kmh_98502912,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-13-15-55_Schleusinger-Allee_70Kmh_98502912_SE_CH34-BG.wav,True,2019-11-13-15-55,Schleusinger-Allee,70,98502912,None,None,none,none,none,SE,CH34,unknown
2019-11-13-15-55_Schleusinger-Allee_70Kmh_98598912_SE_CH34-BG,2019-11-13-15-55_Schleusinger-Allee_70Kmh_98598912,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-13-15-55_Schleusinger-Allee_70Kmh_98598912_SE_CH34-BG.wav,True,2019-11-13-15-55,Schleusinger-Allee,70,98598912,None,None,none,none,none,SE,CH34,unknown
2019-11-13-15-55_Schleusinger-Allee_70Kmh_98694912_SE_CH34-BG,2019-11-13-15-55_Schleusinger-Allee_70Kmh_98694912,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-13-15-55_Schleusinger-Allee_70Kmh_98694912_SE_CH34-BG.wav,True,2019-11-13-15-55,Schleusinger-Allee,70,98694912,None,None,none,none,none,SE,CH34,unknown
2019-11-13-15-55_Schleusinger-Allee_70Kmh_99910143_SE_CH34-BG,2019-11-13-15-55_Schleusinger-Allee_70Kmh_99910143,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-13-15-55_Schleusinger-Allee_70Kmh_99910143_SE_CH34-BG.wav,True,2019-11-13-15-55,Schleusinger-Allee,70,99910143,None,None,none,none,none,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1004072_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1004072_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1004072_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1004072,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10054400_SE_CH34-BG,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10054400,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10054400_SE_CH34-BG.wav,True,2019-11-18-07-25,Langewiesener-Strasse,50,10054400,None,None,none,none,none,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1007360_SE_CH34-BG,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1007360,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1007360_SE_CH34-BG.wav,True,2019-11-18-07-25,Langewiesener-Strasse,50,1007360,None,None,none,none,none,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1015016_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1015016_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1015016_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1015016,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10150400_SE_CH34-BG,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10150400,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10150400_SE_CH34-BG.wav,True,2019-11-18-07-25,Langewiesener-Strasse,50,10150400,None,None,none,none,none,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1017416_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1017416_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1017416_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1017416,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1020488_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1020488_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1020488_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1020488,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1024616_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1024616_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1024616_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1024616,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10246400_SE_CH34-BG,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10246400,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10246400_SE_CH34-BG.wav,True,2019-11-18-07-25,Langewiesener-Strasse,50,10246400,None,None,none,none,none,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1027736_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1027736_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1027736_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1027736,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10342400_SE_CH34-BG,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10342400,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10342400_SE_CH34-BG.wav,True,2019-11-18-07-25,Langewiesener-Strasse,50,10342400,None,None,none,none,none,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10438400_SE_CH34-BG,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10438400,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_10438400_SE_CH34-BG.wav,True,2019-11-18-07-25,Langewiesener-Strasse,50,10438400,None,None,none,none,none,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_105026_M_D_CL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_105026_M_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_105026_M_D_CL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,105026,M,D,C,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1053848_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1053848_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1053848_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1053848,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1057784_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1057784_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1057784_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1057784,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1061864_M_D_CL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1061864_M_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1061864_M_D_CL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1061864,M,D,C,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1064791_M_D_BL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1064791_M_D_BL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1064791_M_D_BL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1064791,M,D,B,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1083368_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1083368_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1083368_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1083368,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1087352_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1087352_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1087352_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1087352,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1094071_M_D_CL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1094071_M_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1094071_M_D_CL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1094071,M,D,C,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1103360_SE_CH34-BG,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1103360,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1103360_SE_CH34-BG.wav,True,2019-11-18-07-25,Langewiesener-Strasse,50,1103360,None,None,none,none,none,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1104920_M_D_CL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1104920_M_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1104920_M_D_CL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1104920,M,D,C,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1107128_M_D_CL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1107128_M_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1107128_M_D_CL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1107128,M,D,C,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1110920_M_D_TL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1110920_M_D_TL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1110920_M_D_TL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1110920,M,D,T,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1113656_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1113656_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1113656_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1113656,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1128536_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1128536_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1128536_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1128536,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1130455_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1130455_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1130455_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1130455,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1132040_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1132040_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1132040_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1132040,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11322879_SE_CH34-BG,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11322879,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11322879_SE_CH34-BG.wav,True,2019-11-18-07-25,Langewiesener-Strasse,50,11322879,None,None,none,none,none,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1136023_M_D_CL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1136023_M_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1136023_M_D_CL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1136023,M,D,C,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1139192_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1139192_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1139192_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1139192,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11418879_SE_CH34-BG,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11418879,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11418879_SE_CH34-BG.wav,True,2019-11-18-07-25,Langewiesener-Strasse,50,11418879,None,None,none,none,none,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11514879_SE_CH34-BG,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11514879,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11514879_SE_CH34-BG.wav,True,2019-11-18-07-25,Langewiesener-Strasse,50,11514879,None,None,none,none,none,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11610879_SE_CH34-BG,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11610879,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11610879_SE_CH34-BG.wav,True,2019-11-18-07-25,Langewiesener-Strasse,50,11610879,None,None,none,none,none,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11706879_SE_CH34-BG,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11706879,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11706879_SE_CH34-BG.wav,True,2019-11-18-07-25,Langewiesener-Strasse,50,11706879,None,None,none,none,none,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1185944_M_D_CL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1185944_M_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1185944_M_D_CL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1185944,M,D,C,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11906_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11906_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_11906_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,11906,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1201016_M_D_CL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1201016_M_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1201016_M_D_CL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1201016,M,D,C,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1206344_M_D_TL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1206344_M_D_TL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1206344_M_D_TL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1206344,M,D,T,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1212920_M_D_CL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1212920_M_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1212920_M_D_CL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1212920,M,D,C,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1219208_M_D_CL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1219208_M_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1219208_M_D_CL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1219208,M,D,C,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1229048_M_D_TR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1229048_M_D_TR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1229048_M_D_TR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1229048,M,D,T,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1231976_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1231976_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1231976_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1231976,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1233992_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1233992_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1233992_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1233992,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1248920_M_D_TL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1248920_M_D_TL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1248920_M_D_TL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1248920,M,D,T,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_125133_M_D_CL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_125133_M_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_125133_M_D_CL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,125133,M,D,C,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1252712_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1252712_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1252712_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1252712,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1261832_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1261832_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1261832_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1261832,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1263416_M_D_CL_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1263416_M_D_CL,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1263416_M_D_CL_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1263416,M,D,C,L,L2R,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1266248_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1266248_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1266248_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1266248,M,D,C,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1270664_M_D_TR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1270664_M_D_TR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1270664_M_D_TR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1270664,M,D,T,R,R2L,SE,CH34,unknown
2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1286743_M_D_CR_SE_CH34,2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1286743_M_D_CR,D:\Antigravity\DopplerLab\IDMT_experiments\IDMT_Traffic\audio\2019-11-18-07-25_Langewiesener-Strasse_50Kmh_1286743_M_D_CR_SE_CH34.wav,False,2019-11-18-07-25,Langewiesener-Strasse,50,1286743,M,D,C,R,R2L,SE,CH34,unknown
